Quantity,UnitPrice,CustomerID,KMeans,KMeans++,DBSCAN,Hierarchical,GMM,AutoEncoder,MLP
12,1.45,17725.0,0,0,0,3,0,0,0
2,4.95,13451.0,1,1,0,0,1,1,1
1,0.85,16686.0,0,0,0,3,0,0,0
10,1.95,16945.0,0,0,0,3,0,0,0
24,0.39,13429.0,1,1,0,0,1,1,1
24,0.29,13081.0,1,1,0,0,1,1,1
83,5.88,18102.0,0,0,0,3,1,0,0
2,2.08,14664.0,1,1,0,0,1,3,1
1,1.25,15436.0,0,0,0,3,0,3,0
6,2.95,15152.0,1,1,0,0,0,3,1
24,1.25,12955.0,1,1,0,0,1,1,1
12,2.1,17512.0,0,0,0,3,0,0,0
8,2.25,12682.0,1,1,0,0,1,1,1
5,2.55,16360.0,0,0,0,3,0,3,0
1,1.45,16905.0,0,0,0,3,0,0,0
6,2.95,16714.0,0,0,0,3,0,0,0
12,0.85,15932.0,0,0,0,3,0,0,0
3,4.95,16782.0,0,0,0,3,0,3,0
2,0.65,18069.0,0,0,0,3,0,0,0
8,2.25,12609.0,1,1,0,0,1,1,1
1,1.65,15311.0,0,0,0,3,0,3,0
2,0.42,16728.0,0,0,0,3,0,0,0
100,0.34,15061.0,1,1,0,0,3,0,1
10,1.65,17416.0,0,0,0,3,0,0,0
-10,1.25,15073.0,0,0,0,3,0,3,0
24,1.25,17511.0,0,0,0,3,0,0,0
1,7.95,16241.0,0,0,0,3,1,3,0
2,0.85,14081.0,1,1,0,0,1,3,1
48,1.25,16226.0,0,0,0,0,1,0,0
12,1.25,15601.0,0,0,0,3,0,3,0
576,0.72,12798.0,3,3,-1,2,3,2,3
48,0.42,17970.0,0,0,0,3,0,0,0
1,3.75,14419.0,1,1,0,0,1,1,1
4,4.95,14911.0,1,1,0,0,1,1,1
8,4.95,14868.0,1,1,0,0,1,1,1
36,0.39,14418.0,1,1,0,0,1,3,1
6,1.25,13642.0,1,1,0,0,1,1,1
3,1.65,13735.0,1,1,0,0,1,1,1
48,0.55,13952.0,1,1,0,0,1,3,1
1,0.42,14583.0,1,1,0,0,1,3,1
1,4.95,15971.0,0,0,0,3,0,3,0
6,2.1,13952.0,1,1,0,0,1,1,1
2,4.25,14073.0,1,1,0,0,1,1,1
6,2.95,14221.0,1,1,0,0,1,1,1
16,0.83,15261.0,0,0,0,0,0,3,0
10,0.85,17416.0,0,0,0,3,0,0,0
3,4.95,12709.0,1,1,0,0,1,1,1
2,8.5,15821.0,1,1,0,3,1,1,1
2,0.39,18283.0,0,0,0,3,0,0,0
3,0.55,16713.0,0,0,0,3,0,0,0
12,1.25,14639.0,1,1,0,0,1,3,1
12,0.85,13632.0,1,1,0,0,1,1,1
24,2.55,18173.0,0,0,0,3,0,0,0
-2,4.4,15596.0,0,0,0,0,1,3,0
4,4.95,15907.0,0,0,0,3,0,3,0
12,0.85,16140.0,0,0,0,3,0,0,0
1,1.25,14587.0,1,1,0,0,1,3,1
32,1.25,17947.0,0,0,0,3,0,0,0
6,2.55,15275.0,0,0,0,0,0,3,0
12,0.42,15582.0,0,0,0,3,0,3,0
4,0.29,16755.0,0,0,0,3,0,0,0
1,0.42,14606.0,1,1,0,0,1,3,1
16,0.65,13717.0,1,1,0,0,1,1,1
12,3.29,14298.0,1,1,0,0,1,1,1
8,2.95,15513.0,0,0,0,3,0,3,0
6,4.15,17107.0,0,0,0,3,0,3,0
2,9.95,17799.0,0,0,0,3,1,3,0
1,1.55,17841.0,0,0,0,3,0,0,0
3,4.95,12477.0,1,1,0,0,1,1,1
24,0.42,18055.0,0,0,0,3,0,0,0
8,0.85,13971.0,1,1,0,0,1,3,1
3,1.65,15555.0,0,0,0,3,0,3,0
24,1.65,17491.0,0,0,0,3,0,0,0
4,2.55,14530.0,1,1,0,0,1,3,1
6,3.75,14335.0,1,1,0,0,1,1,1
1,2.08,12748.0,1,1,0,0,1,1,1
24,0.55,14005.0,1,1,0,0,1,3,1
48,2.55,17511.0,0,0,0,3,0,0,0
1,1.65,12748.0,1,1,0,0,1,1,1
-6,2.95,13588.0,1,1,0,0,1,1,1
1,1.45,17059.0,0,0,0,3,0,0,0
12,1.45,14125.0,1,1,0,0,1,3,1
48,4.95,14828.0,1,1,0,0,1,1,1
3,1.95,16764.0,0,0,0,3,0,0,0
4,4.95,15615.0,1,1,0,0,1,3,1
-4,5.95,17724.0,0,0,0,3,0,3,0
32,2.1,13871.0,1,1,0,0,1,1,1
2,8.5,17749.0,0,0,0,3,0,3,0
72,0.39,15153.0,1,1,0,0,1,0,1
4,1.65,16710.0,0,0,0,3,0,0,0
2,8.25,15344.0,1,1,0,3,1,1,1
4,1.45,14277.0,1,1,0,0,1,3,1
72,1.06,14642.0,1,1,0,0,1,3,1
50,1.85,13694.0,1,1,0,0,1,1,1
15,0.85,17811.0,0,0,0,3,0,0,0
8,1.69,12720.0,1,1,0,0,1,1,1
24,0.42,16488.0,0,0,0,3,0,0,0
1,8.25,15901.0,1,1,0,3,1,3,1
100,0.72,13246.0,1,1,0,0,3,3,1
6,2.1,13388.0,1,1,0,0,1,1,1
9,4.95,15360.0,1,1,0,0,1,3,1
1,0.65,16121.0,0,0,0,3,0,0,0
6,2.95,16295.0,0,0,0,3,0,3,0
6,2.55,12494.0,1,1,0,0,1,1,1
10,2.95,17642.0,0,0,0,3,0,0,0
1,2.1,13614.0,1,1,0,0,1,1,1
3,5.95,15498.0,1,1,0,0,1,3,1
1,8.25,13610.0,1,1,0,1,1,1,1
6,4.15,13563.0,1,1,0,0,1,1,1
6,0.83,17315.0,0,0,0,3,0,0,0
6,2.55,12854.0,1,1,0,0,1,1,1
12,1.25,15238.0,0,0,0,0,0,3,0
-24,0.42,13148.0,1,1,0,0,1,1,1
6,2.1,13974.0,1,1,0,0,1,1,1
2,1.45,13566.0,1,1,0,0,1,1,1
24,0.65,13596.0,1,1,0,0,1,1,1
24,0.65,15615.0,0,0,0,0,0,0,0
6,2.1,12540.0,1,1,0,0,1,1,1
72,0.65,12758.0,1,1,0,0,1,3,1
1,0.85,14656.0,1,1,0,0,1,3,1
2,12.75,16984.0,0,0,0,1,1,3,0
18,1.65,17841.0,0,0,0,3,0,0,0
1,2.46,14096.0,1,1,0,0,1,1,1
48,2.1,17677.0,0,0,0,3,0,0,0
2,2.95,16241.0,0,0,0,3,0,3,0
2,1.95,14056.0,1,1,0,0,1,1,1
20,1.65,16523.0,0,0,0,3,0,0,0
12,1.65,13104.0,1,1,0,0,1,1,1
12,0.85,13081.0,1,1,0,0,1,1,1
1,3.75,13548.0,1,1,0,0,1,1,1
828,1.06,17949.0,3,3,-1,2,3,2,3
4,1.25,17841.0,0,0,0,3,0,0,0
2,0.85,17920.0,0,0,0,3,0,0,0
1,1.25,15547.0,0,0,0,3,0,3,0
3,1.65,15164.0,0,0,0,0,0,3,0
24,0.29,16275.0,0,0,0,3,0,0,0
2,4.95,14730.0,1,1,0,0,1,1,1
10,1.65,15301.0,0,0,0,0,0,3,0
3,3.75,14577.0,1,1,0,0,1,1,1
25,0.42,18225.0,0,0,0,3,0,0,0
8,1.95,17651.0,0,0,0,3,0,0,0
24,1.25,16423.0,0,0,0,3,0,0,0
36,1.25,14819.0,1,1,0,0,1,3,1
-4,2.95,13109.0,1,1,0,0,1,1,1
4,5.75,15605.0,1,1,0,0,1,3,1
24,0.29,16589.0,0,0,0,3,0,0,0
6,2.55,15123.0,1,1,0,0,0,3,1
2,9.95,12885.0,1,1,0,1,1,1,1
12,0.42,17629.0,0,0,0,3,0,0,0
1,8.5,17813.0,0,0,0,3,0,3,0
6,1.65,15051.0,1,1,0,0,0,3,1
2,4.15,13263.0,1,1,0,0,1,1,1
2,7.95,14532.0,1,1,0,1,1,1,1
24,10.95,14088.0,1,1,0,1,1,1,1
2,8.5,14646.0,1,1,0,1,1,1,1
2,2.1,15976.0,0,0,0,3,0,3,0
1,7.95,13168.0,1,1,0,1,1,1,1
1,4.95,12748.0,1,1,0,0,1,1,1
20,1.65,12656.0,1,1,0,0,1,1,1
10,2.08,15039.0,1,1,0,0,0,3,1
12,2.1,17735.0,0,0,0,3,0,0,0
2,8.5,16152.0,1,1,0,3,1,3,1
15,1.25,15485.0,0,0,0,0,0,3,0
24,0.39,13158.0,1,1,0,0,1,1,1
4,4.25,16929.0,0,0,0,3,0,3,0
-4,3.75,14243.0,1,1,0,0,1,1,1
1,1.25,13521.0,1,1,0,0,1,1,1
4,3.75,16775.0,0,0,0,3,0,3,0
12,1.25,16011.0,0,0,0,3,0,0,0
24,0.85,16592.0,0,0,0,3,0,0,0
10,2.08,12553.0,1,1,0,0,1,1,1
6,2.55,14056.0,1,1,0,0,1,1,1
16,6.65,14646.0,1,1,0,0,1,1,1
2,1.95,17954.0,0,0,0,3,0,0,0
6,2.95,14198.0,1,1,0,0,1,1,1
12,0.85,13900.0,1,1,0,0,1,3,1
3,2.1,14562.0,1,1,0,0,1,3,1
12,2.1,14796.0,1,1,0,0,1,3,1
1,2.1,12841.0,1,1,0,0,1,1,1
24,0.42,12415.0,1,1,0,0,1,1,1
10,1.65,15365.0,0,0,0,0,0,3,0
1,8.5,17027.0,0,0,0,3,1,3,0
3,2.95,13571.0,1,1,0,0,1,1,1
12,1.25,12766.0,1,1,0,0,1,1,1
100,0.36,14298.0,1,1,0,0,3,0,1
3,4.95,15948.0,0,0,0,3,0,3,0
-6,4.95,12567.0,1,1,0,0,1,1,1
4,4.15,17725.0,0,0,0,3,0,0,0
4,3.95,14825.0,1,1,0,0,1,3,1
6,1.65,14766.0,1,1,0,0,1,3,1
10,1.65,13771.0,1,1,0,0,1,1,1
2,0.65,17220.0,0,0,0,3,0,0,0
3,2.55,14684.0,1,1,0,0,1,3,1
10,0.29,14502.0,1,1,0,0,1,3,1
2,8.25,13090.0,1,1,0,1,1,1,1
1,18.0,12601.0,1,1,0,1,3,1,1
4,3.75,14778.0,1,1,0,0,1,3,1
12,0.42,17865.0,0,0,0,3,0,0,0
2,4.95,14527.0,1,1,0,0,1,1,1
4,0.79,13680.0,1,1,0,0,1,1,1
2,2.95,16407.0,0,0,0,3,0,3,0
4,9.95,16950.0,0,0,0,3,1,3,0
2,1.65,14583.0,1,1,0,0,1,3,1
12,0.75,12515.0,1,1,0,0,1,1,1
3,4.95,12352.0,1,1,0,0,1,1,1
1,1.95,15894.0,0,0,0,3,0,3,0
12,1.65,12472.0,1,1,0,0,1,1,1
3,5.95,13174.0,1,1,0,0,1,1,1
6,2.95,13599.0,1,1,0,0,1,1,1
4,3.95,16558.0,0,0,0,3,0,3,0
-1,3.95,17451.0,0,0,0,3,0,0,0
4,1.25,13668.0,1,1,0,0,1,1,1
2,9.95,15527.0,1,1,0,3,1,1,1
36,1.45,17002.0,0,0,0,3,0,0,0
2,2.95,17602.0,0,0,0,3,0,0,0
18,2.08,12748.0,1,1,0,0,1,1,1
2,5.95,13418.0,1,1,0,0,1,1,1
12,1.25,16317.0,0,0,0,3,0,0,0
1,0.55,17841.0,0,0,0,3,0,0,0
4,6.95,15034.0,1,1,0,0,1,1,1
10,1.65,12682.0,1,1,0,0,1,1,1
2,1.25,17841.0,0,0,0,3,0,0,0
24,0.42,15903.0,0,0,0,3,0,0,0
2,1.65,16813.0,0,0,0,3,0,0,0
1,0.85,15351.0,0,0,0,3,0,3,0
4,3.35,16726.0,0,0,0,3,0,3,0
12,1.25,14546.0,1,1,0,0,1,3,1
1,1.95,14606.0,1,1,0,0,1,3,1
6,2.1,13476.0,1,1,0,0,1,1,1
24,0.12,12700.0,1,1,0,0,1,1,1
48,8.0,17450.0,0,0,0,3,0,3,0
3,1.25,16713.0,0,0,0,3,0,0,0
50,1.65,15311.0,1,1,0,0,1,3,1
4,1.45,16271.0,0,0,0,3,0,0,0
10,1.65,17509.0,0,0,0,3,0,0,0
3,0.65,14985.0,0,0,0,0,0,3,0
2,0.55,16549.0,0,0,0,3,0,0,0
6,1.65,16045.0,0,0,0,3,0,3,0
25,0.42,13198.0,1,1,0,0,1,1,1
12,0.85,15513.0,0,0,0,3,0,3,0
3,2.95,16533.0,0,0,0,3,0,3,0
2,8.5,14732.0,1,1,0,1,1,1,1
3,2.95,15533.0,0,0,0,3,0,3,0
4,1.25,15579.0,0,0,0,3,0,3,0
6,1.25,14432.0,1,1,0,0,1,3,1
2,1.25,18122.0,0,0,0,3,0,0,0
6,8.5,13448.0,1,1,0,1,1,1,1
1,3.75,16360.0,0,0,0,3,0,3,0
25,0.42,16713.0,0,0,0,3,0,0,0
12,1.65,13449.0,1,1,0,0,1,1,1
8,1.69,14498.0,1,1,0,0,1,3,1
4,1.45,12841.0,1,1,0,0,1,1,1
1,1.25,17898.0,0,0,0,3,0,0,0
1,2.08,18118.0,0,0,0,3,0,0,0
1,6.25,12748.0,1,1,0,0,1,1,1
6,2.55,14298.0,1,1,0,0,1,1,1
2,3.75,15808.0,0,0,0,3,0,3,0
12,3.95,15159.0,1,1,0,0,1,3,1
24,0.85,18287.0,0,0,0,3,0,0,0
16,1.25,16616.0,0,0,0,3,0,0,0
1,1.95,12748.0,1,1,0,0,1,1,1
24,1.25,12766.0,1,1,0,0,1,1,1
17,0.85,14667.0,1,1,0,0,1,3,1
1,1.25,14587.0,1,1,0,0,1,3,1
24,1.45,15046.0,1,1,0,0,1,3,1
10,2.08,12724.0,1,1,0,0,1,1,1
12,1.65,14125.0,1,1,0,0,1,3,1
8,1.25,16928.0,0,0,0,3,0,0,0
12,6.95,12415.0,1,1,0,1,1,1,1
12,0.85,12772.0,1,1,0,0,1,1,1
1,1.25,17337.0,0,0,0,3,0,0,0
3,4.95,14825.0,1,1,0,0,1,1,1
3,1.65,17346.0,0,0,0,3,0,0,0
5,2.46,14096.0,1,1,0,0,1,1,1
1,1.45,13212.0,1,1,0,0,1,1,1
10,2.1,12642.0,1,1,0,0,1,1,1
50,1.65,14680.0,1,1,0,0,1,3,1
1,1.65,12748.0,1,1,0,0,1,1,1
48,0.42,16880.0,0,0,0,3,1,0,0
4,3.75,17716.0,0,0,0,3,0,0,0
6,3.75,16611.0,0,0,0,3,0,3,0
24,4.95,14680.0,1,1,0,0,1,1,1
2,1.65,15747.0,0,0,0,3,0,3,0
1,2.1,14805.0,1,1,0,0,1,3,1
6,5.45,15192.0,1,1,0,0,1,3,1
4,2.1,13471.0,1,1,0,0,1,1,1
1,2.08,17371.0,0,0,0,3,0,0,0
2,3.95,16033.0,0,0,0,3,0,3,0
1,1.45,15888.0,0,0,0,3,0,3,0
6,2.95,17434.0,0,0,0,3,0,0,0
10,1.95,14127.0,1,1,0,0,1,1,1
25,0.42,14715.0,1,1,0,0,1,3,1
12,0.42,14049.0,1,1,0,0,1,3,1
20,0.79,13069.0,1,1,0,0,1,1,1
6,2.95,14198.0,1,1,0,0,1,1,1
1,7.95,18114.0,0,0,0,3,0,3,0
6,4.15,16145.0,0,0,0,3,0,3,0
12,1.25,13871.0,1,1,0,0,1,1,1
1,4.95,14456.0,1,1,0,0,1,1,1
3,1.65,14428.0,1,1,0,0,1,3,1
24,0.79,14346.0,1,1,0,0,1,3,1
8,1.95,12552.0,1,1,0,0,1,1,1
1,4.95,14702.0,1,1,0,0,1,1,1
2,3.75,15700.0,0,0,0,3,0,3,0
1,2.1,13259.0,1,1,0,0,1,1,1
6,2.55,15358.0,0,0,0,3,0,3,0
1,3.29,14096.0,1,1,0,0,1,1,1
24,1.25,15046.0,1,1,0,0,1,3,1
1,9.95,14719.0,1,1,0,1,1,1,1
12,1.25,12683.0,1,1,0,0,1,1,1
12,2.55,13884.0,1,1,0,0,1,1,1
10,2.08,16779.0,0,0,0,3,0,0,0
10,1.65,15089.0,1,1,0,0,0,3,1
6,4.15,15601.0,0,0,0,0,0,3,0
1,1.25,17779.0,0,0,0,3,0,0,0
10,4.15,13572.0,1,1,0,0,1,1,1
6,2.95,13611.0,1,1,0,0,1,1,1
48,0.85,14298.0,1,1,0,0,1,3,1
2,3.75,13301.0,1,1,0,0,1,1,1
3,2.08,18122.0,0,0,0,3,0,0,0
36,1.25,13089.0,1,1,0,0,1,1,1
2,1.65,17250.0,0,0,0,3,0,0,0
6,0.85,15861.0,0,0,0,3,0,3,0
2,3.25,16005.0,0,0,0,3,0,3,0
48,0.55,14776.0,1,1,0,0,1,3,1
3,1.45,18016.0,0,0,0,3,0,0,0
2,9.95,15623.0,1,1,0,3,1,1,1
3,1.25,17757.0,0,0,0,3,0,0,0
2,7.95,14911.0,1,1,0,1,1,1,1
8,7.65,15071.0,1,1,0,0,1,1,1
1,2.1,17841.0,0,0,0,3,0,0,0
1,1.25,18041.0,0,0,0,3,0,0,0
1,1.25,16442.0,0,0,0,3,0,0,0
6,2.95,13050.0,1,1,0,0,1,1,1
-1,2.95,15110.0,1,1,0,0,0,3,1
1,1.95,16686.0,0,0,0,3,0,0,0
4,0.65,16392.0,0,0,0,3,0,0,0
-1,3.75,14800.0,1,1,0,0,1,3,1
4,1.65,17841.0,0,0,0,3,0,0,0
18,1.25,16814.0,0,0,0,3,0,0,0
60,2.1,14646.0,1,1,0,0,1,3,1
3,4.95,16076.0,0,0,0,3,0,3,0
3,2.1,15547.0,0,0,0,3,0,3,0
1,4.25,16033.0,0,0,0,3,0,3,0
2,4.95,16804.0,0,0,0,3,0,3,0
1,1.65,14649.0,1,1,0,0,1,3,1
24,7.65,13089.0,1,1,0,0,1,1,1
12,1.69,15376.0,0,0,0,0,0,3,0
2,9.95,17165.0,0,0,0,3,1,3,0
1,1.25,16018.0,0,0,0,3,0,3,0
1,2.1,16033.0,0,0,0,3,0,3,0
1,1.65,14446.0,1,1,0,0,1,3,1
36,2.1,14646.0,1,1,0,0,1,3,1
100,0.04,14282.0,1,1,0,0,3,0,1
1,1.25,16931.0,0,0,0,3,0,0,0
1,4.25,13573.0,1,1,0,0,1,1,1
1,3.75,15311.0,1,1,0,0,1,3,1
6,2.1,17015.0,0,0,0,3,0,0,0
1,1.45,16904.0,0,0,0,3,0,0,0
2,1.65,17611.0,0,0,0,3,0,0,0
12,12.75,17389.0,0,0,0,3,1,3,0
6,2.08,15727.0,0,0,0,3,0,3,0
2,4.15,17288.0,0,0,0,3,0,0,0
12,2.95,12766.0,1,1,0,0,1,1,1
2,0.83,17289.0,0,0,0,3,0,0,0
6,2.89,17213.0,0,0,0,3,0,0,0
16,4.15,13082.0,1,1,0,0,1,1,1
1,2.95,18069.0,0,0,0,3,0,0,0
12,2.08,12935.0,1,1,0,0,1,1,1
1,8.25,14769.0,1,1,0,1,1,1,1
10,0.85,13320.0,1,1,0,0,1,1,1
50,0.85,15939.0,0,0,0,0,1,0,0
60,0.42,12748.0,1,1,0,0,1,3,1
3,0.42,13772.0,1,1,0,0,1,3,1
12,1.45,13269.0,1,1,0,0,1,1,1
6,2.1,17364.0,0,0,0,3,0,0,0
10,2.08,15152.0,1,1,0,0,0,3,1
48,0.85,14649.0,1,1,0,0,1,3,1
3,1.25,17841.0,0,0,0,3,0,0,0
1,2.1,16033.0,0,0,0,3,0,3,0
1,4.15,13568.0,1,1,0,0,1,1,1
3,1.65,18069.0,0,0,0,3,0,0,0
3,2.08,15005.0,1,1,0,0,0,3,1
6,0.85,14234.0,1,1,0,0,1,3,1
12,1.25,14116.0,1,1,0,0,1,3,1
12,1.65,17975.0,0,0,0,3,0,0,0
2,8.25,13418.0,1,1,0,1,1,1,1
4,2.08,13137.0,1,1,0,0,1,1,1
12,1.65,16875.0,0,0,0,3,0,0,0
1,9.95,14085.0,1,1,0,1,1,1,1
25,0.21,15974.0,0,0,0,3,0,0,0
2,0.55,14502.0,1,1,0,0,1,3,1
2,8.25,18210.0,0,0,0,3,0,3,0
2,0.85,17841.0,0,0,0,3,0,0,0
32,2.55,17716.0,0,0,0,3,0,0,0
2,1.95,15356.0,0,0,0,3,0,3,0
24,0.65,15159.0,0,0,0,0,1,3,0
4,1.25,12748.0,1,1,0,0,1,1,1
10,1.25,14911.0,1,1,0,0,1,3,1
2,8.5,15502.0,1,1,0,3,1,1,1
2,1.65,14456.0,1,1,0,0,1,3,1
6,2.95,14156.0,1,1,0,0,1,1,1
6,1.0,14911.0,1,1,0,0,0,3,1
6,0.55,13269.0,1,1,0,0,1,1,1
10,2.08,16931.0,0,0,0,3,0,0,0
25,0.42,15521.0,0,0,0,0,1,0,0
1,4.95,12748.0,1,1,0,0,1,1,1
-1,1.65,12709.0,1,1,0,0,1,1,1
5,1.63,14096.0,1,1,0,0,1,1,1
6,3.25,15676.0,0,0,0,3,0,3,0
4,4.25,16150.0,0,0,0,3,0,3,0
2,3.95,14796.0,1,1,0,0,1,1,1
10,2.08,16401.0,0,0,0,3,0,0,0
6,5.95,13629.0,1,1,0,0,1,1,1
4,9.95,12476.0,1,1,0,1,1,1,1
12,1.25,18248.0,0,0,0,3,0,0,0
3,0.85,14505.0,1,1,0,0,1,3,1
2,8.5,12523.0,1,1,0,1,1,1,1
12,0.39,17385.0,0,0,0,3,0,0,0
8,0.83,12693.0,1,1,0,0,1,1,1
1,9.95,17970.0,0,0,0,3,1,3,0
1,1.25,15021.0,0,0,0,0,0,3,0
12,0.42,13159.0,1,1,0,0,1,1,1
2,2.95,14713.0,1,1,0,0,1,3,1
48,0.85,15513.0,0,0,0,0,1,0,0
1,1.65,17841.0,0,0,0,3,0,0,0
1,1.25,14419.0,1,1,0,0,1,3,1
12,1.25,17043.0,0,0,0,3,0,0,0
1,0.85,17841.0,0,0,0,3,0,0,0
12,0.85,14961.0,1,1,0,0,1,3,1
14,0.83,14096.0,1,1,0,0,1,3,1
2,0.42,13959.0,1,1,0,0,1,3,1
36,0.39,13126.0,1,1,0,0,1,1,1
12,1.65,16244.0,0,0,0,3,0,0,0
12,1.25,16440.0,0,0,0,3,0,0,0
12,1.45,15764.0,0,0,0,3,0,3,0
12,2.1,14210.0,1,1,0,0,1,1,1
6,2.55,12472.0,1,1,0,0,1,1,1
1,2.08,16343.0,0,0,0,3,0,3,0
1,2.95,14573.0,1,1,0,0,1,3,1
16,1.25,13883.0,1,1,0,0,1,1,1
3,2.1,15707.0,0,0,0,3,0,3,0
160,2.55,16698.0,1,1,0,0,3,0,1
24,0.55,13081.0,1,1,0,0,1,1,1
1,7.95,14099.0,1,1,0,1,1,1,1
10,0.85,13126.0,1,1,0,0,1,1,1
11,1.65,17841.0,0,0,0,3,0,0,0
24,0.59,12985.0,1,1,0,0,1,1,1
2,1.45,18118.0,0,0,0,3,0,0,0
1,8.5,13030.0,1,1,0,1,1,1,1
12,0.65,13044.0,1,1,0,0,1,1,1
12,1.25,16133.0,0,0,0,3,0,0,0
20,1.25,14688.0,1,1,0,0,1,3,1
1,0.85,14499.0,1,1,0,0,1,3,1
6,0.85,14077.0,1,1,0,0,1,3,1
1,0.65,17841.0,0,0,0,3,0,0,0
3,1.65,13263.0,1,1,0,0,1,1,1
2,0.85,17613.0,0,0,0,3,0,0,0
12,0.65,18198.0,0,0,0,3,0,0,0
-6,0.42,16394.0,0,0,0,3,0,0,0
9,0.85,16395.0,0,0,0,3,0,0,0
12,2.95,13632.0,1,1,0,0,1,1,1
1,12.5,14629.0,1,1,0,1,1,1,1
4,1.25,16208.0,0,0,0,3,0,0,0
10,1.65,14291.0,1,1,0,0,1,3,1
36,2.1,17675.0,0,0,0,3,0,0,0
6,0.55,13869.0,1,1,0,0,1,3,1
1,2.1,13110.0,1,1,0,0,1,1,1
6,2.95,17694.0,0,0,0,3,0,0,0
36,3.88,18102.0,0,0,0,3,0,0,0
-2,1.45,13047.0,1,1,0,0,1,1,1
6,2.95,13815.0,1,1,0,0,1,1,1
2,9.95,15445.0,1,1,0,3,1,1,1
4,4.15,15243.0,1,1,0,0,1,3,1
60,0.21,16767.0,0,0,0,3,1,0,0
10,1.25,17730.0,0,0,0,3,0,0,0
1,1.95,16904.0,0,0,0,3,0,0,0
48,1.25,13408.0,1,1,0,0,1,1,1
12,2.55,14911.0,1,1,0,0,1,3,1
5,2.08,16200.0,0,0,0,3,0,3,0
3,2.89,13558.0,1,1,0,0,1,1,1
24,0.42,14688.0,1,1,0,0,1,3,1
2,2.08,14056.0,1,1,0,0,1,1,1
2,6.75,13062.0,1,1,0,0,1,1,1
10,1.65,16401.0,0,0,0,3,0,0,0
1,3.75,13212.0,1,1,0,0,1,1,1
24,0.55,13266.0,1,1,0,0,1,1,1
12,1.25,17139.0,0,0,0,3,0,0,0
2,2.95,13571.0,1,1,0,0,1,1,1
-1,1.95,14546.0,1,1,0,0,1,3,1
4,1.25,17618.0,0,0,0,3,0,0,0
1,2.1,16764.0,0,0,0,3,0,0,0
6,2.95,15298.0,1,1,0,0,0,3,1
1,0.65,15038.0,0,0,0,0,0,3,0
5,2.95,16517.0,0,0,0,3,0,3,0
1,3.75,18043.0,0,0,0,3,0,0,0
1,1.25,17914.0,0,0,0,3,0,0,0
3,2.95,17338.0,0,0,0,3,0,0,0
2,1.25,12757.0,1,1,0,0,1,1,1
4,3.75,13078.0,1,1,0,0,1,1,1
1,0.39,15054.0,0,0,0,0,0,3,0
12,1.25,16560.0,0,0,0,3,0,0,0
1,2.95,16121.0,0,0,0,3,0,3,0
12,1.45,14911.0,1,1,0,0,1,3,1
96,1.45,15838.0,1,1,0,0,1,0,1
3,1.49,13668.0,1,1,0,0,1,1,1
2,2.1,13379.0,1,1,0,0,1,1,1
1,7.95,15493.0,1,1,0,3,1,1,1
4,4.95,17738.0,0,0,0,3,0,0,0
10,1.65,16523.0,0,0,0,3,0,0,0
-4,4.95,13314.0,1,1,0,0,1,1,1
1,16.95,14591.0,1,1,0,1,3,1,1
10,2.08,16173.0,0,0,0,3,0,3,0
3,4.95,17315.0,0,0,0,3,0,3,0
5,3.95,13969.0,1,1,0,0,1,1,1
4,1.25,17625.0,0,0,0,3,0,0,0
-1,12.5,12523.0,1,1,0,1,1,1,1
24,0.42,16096.0,0,0,0,3,0,0,0
24,0.83,14936.0,1,1,0,0,1,3,1
12,2.55,13871.0,1,1,0,0,1,1,1
1,8.29,14096.0,1,1,0,1,1,1,1
12,2.1,17675.0,0,0,0,3,0,0,0
4,3.75,15730.0,0,0,0,3,0,3,0
4,4.25,12388.0,1,1,0,0,1,1,1
2,2.95,17961.0,0,0,0,3,0,0,0
1,2.08,16764.0,0,0,0,3,0,0,0
1,1.25,14527.0,1,1,0,0,1,3,1
6,2.95,17419.0,0,0,0,3,0,0,0
1,1.65,15058.0,0,0,0,0,0,3,0
2,0.85,17198.0,0,0,0,3,0,0,0
1,2.95,16370.0,0,0,0,3,0,3,0
2,4.95,16710.0,0,0,0,3,0,3,0
30,2.1,14737.0,1,1,0,0,1,3,1
2,8.25,17162.0,0,0,0,3,1,3,0
1,0.65,14598.0,1,1,0,0,1,3,1
1,2.08,15858.0,0,0,0,3,0,3,0
12,1.25,16364.0,0,0,0,3,0,0,0
1,7.95,15998.0,1,1,0,3,1,3,1
480,0.36,18079.0,3,3,-1,2,3,2,3
2,2.1,15272.0,0,0,0,3,0,3,0
2,7.95,14352.0,1,1,0,1,1,1,1
12,0.85,15146.0,0,0,0,0,0,3,0
-12,0.85,17722.0,0,0,0,3,0,0,0
24,0.42,12423.0,1,1,0,0,1,1,1
12,3.75,13199.0,1,1,0,0,1,1,1
2,12.75,15974.0,1,1,0,1,1,1,1
6,2.89,16019.0,0,0,0,3,0,3,0
36,0.42,13756.0,1,1,0,0,1,3,1
3,0.85,15862.0,0,0,0,3,0,3,0
3,4.95,12957.0,1,1,0,0,1,1,1
4,2.08,15044.0,1,1,0,0,0,3,1
6,5.95,13089.0,1,1,0,0,1,1,1
24,1.25,12668.0,1,1,0,0,1,1,1
-1,4.95,14842.0,1,1,0,0,1,1,1
1,1.65,16938.0,0,0,0,3,0,0,0
4,2.55,14395.0,1,1,0,0,1,3,1
